
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ10487   1567     d3s5   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small     5candela
Object:   OBJ10488   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10489   1567     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ10490   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10491   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10492   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10493   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10494   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10495   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10496   1567     c3mb   -50.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ10497   1567     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10498   1567     crs5   -50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ10499   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10500   1567     d3mb    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ10501   1567     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10502   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10503   1567     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ10504   1567     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ10505   1567     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ10506   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10507   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10508   1567     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ10509   1567     d3sb    50.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ10510   1567     c3mn    50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10511   1567     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10512   1567     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ10513   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10514   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10515   1567     VBsn    50.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ10516   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10517   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10518   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10519   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10520   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10521   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10522   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10523   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10524   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10525   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10526   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10527   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10528   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10529   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10530   1567     crm5   -50.00    mineral     5.00    10.00                 cyan       rock     medium     5candela
Object:   OBJ10531   1567     crtn    50.00    mineral     0.10     0.10                 cyan       rock       tiny         none
Object:   OBJ10532   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10533   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10534   1567     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ10535   1567     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ10536   1567     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ10537   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10538   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10539   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10540   1567     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10541   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10542   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10543   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10544   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10545   1567     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ10546   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10547   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10548   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10549   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10550   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10551   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10552   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10553   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10554   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10555   1567     d3mb    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ10556   1567     c3sn   -50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10557   1567     drmn    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ10558   1567     V3sb    50.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10559   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10560   1567     drsn    50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10561   1567     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ10562   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10563   1567     VBsn    50.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ10564   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10565   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10566   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10567   1567     crm5   -50.00    mineral     5.00    10.00                 cyan       rock     medium     5candela
Object:   OBJ10568   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10569   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10570   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10571   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10572   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10573   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10574   1567     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ10575   1567     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ10576   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10577   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10578   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10579   1567     d3mb   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ10580   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10581   1567     Vrmb    50.00    mineral     5.00    10.00            olivedrab       rock     medium     blinding
Object:   OBJ10582   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10583   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10584   1567     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ10585   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10586   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10587   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10588   1567     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ10589   1567     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ10590   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10591   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10592   1567     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ10593   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10594   1567     drsb   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10595   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10596   1567     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ10597   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10598   1567     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10599   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10600   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10601   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10602   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10603   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10604   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10605   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10606   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10607   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10608   1567     c3s5   -50.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ10609   1567     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10610   1567     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ10611   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10612   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10613   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10614   1567     crtb    50.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ10615   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10616   1567     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ10617   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10618   1567     crs5    50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ10619   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10620   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10621   1567     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ10622   1567     c3mn    50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10623   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10624   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10625   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10626   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10627   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10628   1567     drsb   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10629   1567     crs5   -50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ10630   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10631   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10632   1567     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ10633   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10634   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10635   1567     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ10636   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10637   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10638   1567     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10639   1567     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10640   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10641   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10642   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10643   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10644   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10645   1567     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ10646   1567     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10647   1567     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10648   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10649   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10650   1567     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ10651   1567     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ10652   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10653   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10654   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10655   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10656   1567     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10657   1567     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10658   1567     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ10659   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10660   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10661   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10662   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10663   1567     Vrsn   -50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10664   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10665   1567     drmb    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ10666   1567     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10667   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10668   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10669   1567     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ10670   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10671   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10672   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10673   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10674   1567     dBmn    10.00      flora     5.00    10.00        dayglo-orange       bush     medium         none
Object:   OBJ10675   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10676   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10677   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10678   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10679   1567     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ10680   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10681   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10682   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10683   1567     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ10684   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10685   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10686   1567     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10687   1567     c3s5    10.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ10688   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10689   1567     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10690   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10691   1567     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ10692   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10693   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10694   1567     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10695   1567     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10696   1567     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ10697   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10698   1567     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ10699   1567     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ10700   1567     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ10701   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10702   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10703   1567     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10704   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10705   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10706   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10707   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10708   1567     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ10709   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10710   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10711   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10712   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10713   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10714   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10715   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10716   1567     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ10717   1567     drsn    50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10718   1567     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ10719   1567     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10720   1567     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ10721   1567     Vrmb    50.00    mineral     5.00    10.00            olivedrab       rock     medium     blinding
Object:   OBJ10722   1567     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ10723   1567     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ10724   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10725   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10726   1567     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ10727   1567     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10728   1567     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10729   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10730   1567     crtb    50.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ10731   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10732   1567     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ10733   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10734   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10735   1567     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ10736   1567     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ10737   1567     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ10738   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10739   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10740   1567     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10741   1567     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ10742   1567     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ10743   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10744   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10745   1567     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ10746   1567     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ10747   1567     dBsb    50.00      flora     1.00     1.00        dayglo-orange       bush      small     blinding
Object:   OBJ10748   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10749   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10750   1567     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ10751   1567     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ10752   1567     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ10753   1567     VBsb    50.00      flora     1.00     1.00            olivedrab       bush      small     blinding
Object:   OBJ10754   1567     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ10755   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10756   1567     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ10757   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10758   1567     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ10759   1567     Vrm5    10.00    mineral     5.00    10.00            olivedrab       rock     medium     5candela
Object:   OBJ10760   1567     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ10761   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10762   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ10763   1567     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ10764   1567     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ10765   1567     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
